oid,locIndex,geoid10,csaName,walkIndex
"34225",27.10542,"80130124012","Denver-Aurora-Boulder, CO","15"
"34226",51.65821,"80130124013","Denver-Aurora-Boulder, CO","15"
"34227",41.08273,"80130124014","Denver-Aurora-Boulder, CO","15"
"34228",48.99285,"80130125011","Denver-Aurora-Boulder, CO","14"
"34229",41.69327,"80130125012","Denver-Aurora-Boulder, CO","12"
"34230",48.43535,"80130125051","Denver-Aurora-Boulder, CO","15"
"34231",47.29391,"80130125052","Denver-Aurora-Boulder, CO","15"
"34232",60.75199,"80130125053","Denver-Aurora-Boulder, CO","10"
"34233",44.85075,"80130125071","Denver-Aurora-Boulder, CO","14"
"34234",47.16794,"80130125072","Denver-Aurora-Boulder, CO","16"
"34235",51.38004,"80130125073","Denver-Aurora-Boulder, CO","15"
"34236",44.54801,"80130125081","Denver-Aurora-Boulder, CO","14"
"34237",38.33332,"80130125082","Denver-Aurora-Boulder, CO","10"
"34238",50.1398,"80130125083","Denver-Aurora-Boulder, CO","12"
"34239",45.40899,"80130125091","Denver-Aurora-Boulder, CO","17"
"34240",52.04915,"80130125092","Denver-Aurora-Boulder, CO","16"
"34241",48.63975,"80130125093","Denver-Aurora-Boulder, CO","12"
"34242",57.48886,"80130125101","Denver-Aurora-Boulder, CO","11"
"34243",42.9266,"80130125102","Denver-Aurora-Boulder, CO","16"
"34244",42.36307,"80130125103","Denver-Aurora-Boulder, CO","14"
"34245",54.53466,"80130125104","Denver-Aurora-Boulder, CO","4"
"34246",37.70125,"80130125111","Denver-Aurora-Boulder, CO","16"
"34247",43.24744,"80130125112","Denver-Aurora-Boulder, CO","11"
"34248",25.90601,"80130125113","Denver-Aurora-Boulder, CO","11"
"34249",43.1547,"80130126031","Denver-Aurora-Boulder, CO","16"
"34250",43.81106,"80130126032","Denver-Aurora-Boulder, CO","13"
"34251",25.42248,"80130126051","Denver-Aurora-Boulder, CO","13"
"34252",42.61751,"80130126052","Denver-Aurora-Boulder, CO","17"
"34253",23.30186,"80130126071","Denver-Aurora-Boulder, CO","12"
"34254",24.28934,"80130126072","Denver-Aurora-Boulder, CO","15"
"34255",22.46364,"80130126073","Denver-Aurora-Boulder, CO","12"
"34256",38.41559,"80130126074","Denver-Aurora-Boulder, CO","13"
"34257",42.02833,"80130126081","Denver-Aurora-Boulder, CO","13"
"34258",47.34278,"80130127011","Denver-Aurora-Boulder, CO","5"
"34259",50.26371,"80130127012","Denver-Aurora-Boulder, CO","8"
"34260",56.34449,"80130127013","Denver-Aurora-Boulder, CO","13"
"34261",39.86794,"80130127014","Denver-Aurora-Boulder, CO","14"
"34262",35.41166,"80130127051","Denver-Aurora-Boulder, CO","14"
"34263",37.03106,"80130127052","Denver-Aurora-Boulder, CO","9"
"34264",41.51387,"80130127053","Denver-Aurora-Boulder, CO","12"
"34265",35.65342,"80130127071","Denver-Aurora-Boulder, CO","13"
"34266",68.3707,"80130127072","Denver-Aurora-Boulder, CO","10"
"34267",44.70088,"80130127081","Denver-Aurora-Boulder, CO","9"
"34268",61.28414,"80130127082","Denver-Aurora-Boulder, CO","11"
"34269",46.55069,"80130127083","Denver-Aurora-Boulder, CO","13"
"34270",49.80386,"80130127084","Denver-Aurora-Boulder, CO","13"
"34271",48.87975,"80130127091","Denver-Aurora-Boulder, CO","12"
"34272",49.87562,"80130127101","Denver-Aurora-Boulder, CO","9"
"34273",51.87976,"80130127102","Denver-Aurora-Boulder, CO","10"
"34274",52.58838,"80130127103","Denver-Aurora-Boulder, CO","14"
"34275",59.44519,"80130128001","Denver-Aurora-Boulder, CO","11"
"34276",49.13214,"80130128002","Denver-Aurora-Boulder, CO","11"
"34277",50.96954,"80130128003","Denver-Aurora-Boulder, CO","12"
"34278",54.17132,"80130128004","Denver-Aurora-Boulder, CO","6"
"34279",53.69886,"80130128005","Denver-Aurora-Boulder, CO","5"
"34280",51.29782,"80130129031","Denver-Aurora-Boulder, CO","9"
"34281",43.21898,"80130129041","Denver-Aurora-Boulder, CO","13"
"34282",47.91884,"80130129042","Denver-Aurora-Boulder, CO","10"
"34283",38.84054,"80130129051","Denver-Aurora-Boulder, CO","17"
"34284",35.76624,"80130129052","Denver-Aurora-Boulder, CO","18"
"34285",47.45197,"80130129071","Denver-Aurora-Boulder, CO","10"
"34286",44.03461,"80130129072","Denver-Aurora-Boulder, CO","13"
"34287",50.30081,"80130130031","Denver-Aurora-Boulder, CO","12"
"34288",61.59151,"80130130032","Denver-Aurora-Boulder, CO","9"
"34289",48.88564,"80130130033","Denver-Aurora-Boulder, CO","13"
"34290",42.6896,"80130130034","Denver-Aurora-Boulder, CO","15"
"34291",48.38517,"80130130041","Denver-Aurora-Boulder, CO","10"
"34292",50.75187,"80130130042","Denver-Aurora-Boulder, CO","14"
"34293",42.67412,"80130130051","Denver-Aurora-Boulder, CO","19"
"34294",45.99871,"80130130052","Denver-Aurora-Boulder, CO","14"
"34295",42.11564,"80130130061","Denver-Aurora-Boulder, CO","17"
"34296",48.64321,"80130130062","Denver-Aurora-Boulder, CO","13"
"34297",41.38456,"80130130063","Denver-Aurora-Boulder, CO","15"
"34298",57.98294,"80130132011","Denver-Aurora-Boulder, CO","6"
"34299",71.49832,"80130132021","Denver-Aurora-Boulder, CO","5"
"34300",64.87144,"80130132022","Denver-Aurora-Boulder, CO","3"
"34301",45.16284,"80130132051","Denver-Aurora-Boulder, CO","12"
"34302",51.85434,"80130132052","Denver-Aurora-Boulder, CO","7"
"34303",46.29722,"80130132053","Denver-Aurora-Boulder, CO","11"
"34304",46.61932,"80130132071","Denver-Aurora-Boulder, CO","12"
"34305",35.5927,"80130132072","Denver-Aurora-Boulder, CO","7"
"34306",45.27478,"80130132073","Denver-Aurora-Boulder, CO","6"
"34307",41.58088,"80130132081","Denver-Aurora-Boulder, CO","14"
"34308",44.0416,"80130132082","Denver-Aurora-Boulder, CO","6"
"34309",42.85823,"80130132083","Denver-Aurora-Boulder, CO","14"
"34310",41.0095,"80130132101","Denver-Aurora-Boulder, CO","14"
"34311",45.65995,"80130132102","Denver-Aurora-Boulder, CO","15"
"34312",42.4082,"80130132103","Denver-Aurora-Boulder, CO","12"
"34313",47.53859,"80130132111","Denver-Aurora-Boulder, CO","14"
"34314",55.26321,"80130132112","Denver-Aurora-Boulder, CO","8"
"34315",38.87474,"80130132113","Denver-Aurora-Boulder, CO","14"
"34316",41.35871,"80130132121","Denver-Aurora-Boulder, CO","12"
"34317",44.39351,"80130132122","Denver-Aurora-Boulder, CO","13"
"34318",41.41983,"80130132123","Denver-Aurora-Boulder, CO","15"
"34319",46.12183,"80130132131","Denver-Aurora-Boulder, CO","10"
"34320",43.65198,"80130132132","Denver-Aurora-Boulder, CO","14"
"34321",44.67886,"80130132133","Denver-Aurora-Boulder, CO","5"
"34322",36.10888,"80130133021","Denver-Aurora-Boulder, CO","18"
"34323",51.4702,"80130133022","Denver-Aurora-Boulder, CO","19"
"34324",38.62685,"80130133023","Denver-Aurora-Boulder, CO","15"
"34325",44.16928,"80130133024","Denver-Aurora-Boulder, CO","13"
"34326",49.27955,"80130133025","Denver-Aurora-Boulder, CO","13"
"34327",42.95793,"80130133051","Denver-Aurora-Boulder, CO","11"
"34328",42.61695,"80130133052","Denver-Aurora-Boulder, CO","15"
"34329",38.77345,"80130133053","Denver-Aurora-Boulder, CO","10"
"34330",34.98595,"80130133061","Denver-Aurora-Boulder, CO","16"
"34331",39.27642,"80130133062","Denver-Aurora-Boulder, CO","17"
"34332",39.73382,"80130133071","Denver-Aurora-Boulder, CO","14"
"34333",39.36664,"80130133072","Denver-Aurora-Boulder, CO","15"
"34334",42.08948,"80130133081","Denver-Aurora-Boulder, CO","12"
"34335",35.353,"80130133082","Denver-Aurora-Boulder, CO","17"
"34336",37.94005,"80130133083","Denver-Aurora-Boulder, CO","16"
"34337",29.94848,"80130134011","Denver-Aurora-Boulder, CO","12"
"34338",38.57768,"80130134012","Denver-Aurora-Boulder, CO","14"
"34339",36.79008,"80130134013","Denver-Aurora-Boulder, CO","16"
"34340",41.03703,"80130134021","Denver-Aurora-Boulder, CO","15"
"34341",42.89171,"80130134022","Denver-Aurora-Boulder, CO","8"
"34342",45.84437,"80130134023","Denver-Aurora-Boulder, CO","5"
"34343",47.62075,"80130134024","Denver-Aurora-Boulder, CO","12"
"34344",37.71864,"80130134025","Denver-Aurora-Boulder, CO","15"
"34345",41.09581,"80130135031","Denver-Aurora-Boulder, CO","15"
"34346",43.36533,"80130135032","Denver-Aurora-Boulder, CO","14"
"34347",39.09753,"80130135033","Denver-Aurora-Boulder, CO","16"
"34348",38.72319,"80130135034","Denver-Aurora-Boulder, CO","15"
"34349",43.00528,"80130135051","Denver-Aurora-Boulder, CO","17"
"34350",35.36811,"80130135052","Denver-Aurora-Boulder, CO","16"
"34351",40.80451,"80130135053","Denver-Aurora-Boulder, CO","13"
"34352",50.73947,"80130135061","Denver-Aurora-Boulder, CO","13"
"34353",42.06621,"80130135071","Denver-Aurora-Boulder, CO","14"
"34354",43.17914,"80130135072","Denver-Aurora-Boulder, CO","15"
"34355",45.90387,"80130135081","Denver-Aurora-Boulder, CO","13"
"34356",47.26914,"80130135082","Denver-Aurora-Boulder, CO","12"
"34357",49.17669,"80130135083","Denver-Aurora-Boulder, CO","14"
"34358",55.65256,"80130136011","Denver-Aurora-Boulder, CO","11"
"34359",51.44231,"80130136012","Denver-Aurora-Boulder, CO","11"
"34360",49.05901,"80130136013","Denver-Aurora-Boulder, CO","16"
"34361",54.97859,"80130136021","Denver-Aurora-Boulder, CO","5"
"34362",56.36734,"80130136022","Denver-Aurora-Boulder, CO","6"
"34363",49.77091,"80130137011","Denver-Aurora-Boulder, CO","6"
"34364",57.59291,"80130137012","Denver-Aurora-Boulder, CO","7"
"34365",66.98075,"80130137013","Denver-Aurora-Boulder, CO","5"
"34366",51.15046,"80130137014","Denver-Aurora-Boulder, CO","5"
"34367",51.28868,"80130137021","Denver-Aurora-Boulder, CO","5"
"34368",51.68179,"80130137022","Denver-Aurora-Boulder, CO","11"
"34369",56.3327,"80130137023","Denver-Aurora-Boulder, CO","4"
"34370",48.93544,"80130137024","Denver-Aurora-Boulder, CO","5"
"34371",47.85568,"80130137025","Denver-Aurora-Boulder, CO","6"
"34372",50.97919,"80130137026","Denver-Aurora-Boulder, CO","8"
"34373",64.07996,"80130137027","Denver-Aurora-Boulder, CO","3"
"34374",50.11691,"80130606001","Denver-Aurora-Boulder, CO","8"
"34375",51.92528,"80130606002","Denver-Aurora-Boulder, CO","14"
"34376",39.56428,"80130606003","Denver-Aurora-Boulder, CO","15"
"34377",51.27868,"80130607001","Denver-Aurora-Boulder, CO","4"
"34378",47.06694,"80130607002","Denver-Aurora-Boulder, CO","8"
"34379",46.85828,"80130607003","Denver-Aurora-Boulder, CO","16"
"34380",56.54112,"80130608001","Denver-Aurora-Boulder, CO","6"
"34381",44.02082,"80130608002","Denver-Aurora-Boulder, CO","11"
"34382",43.07548,"80130608003","Denver-Aurora-Boulder, CO","13"
"34383",35.53667,"80130608004","Denver-Aurora-Boulder, CO","16"
"34384",40.01991,"80130608005","Denver-Aurora-Boulder, CO","16"
"34385",40.0937,"80130609001","Denver-Aurora-Boulder, CO","15"
"34386",45.87592,"80130609002","Denver-Aurora-Boulder, CO","11"
"34387",47.26215,"80130613001","Denver-Aurora-Boulder, CO","12"
"34388",57.32649,"80130613002","Denver-Aurora-Boulder, CO","12"
"34389",50.44072,"80130614001","Denver-Aurora-Boulder, CO","8"
"34390",39.61383,"80140300001","Denver-Aurora-Boulder, CO","17"
"34391",49.29546,"80140300002","Denver-Aurora-Boulder, CO","15"
"34392",38.24573,"80140301001","Denver-Aurora-Boulder, CO","15"
"34393",50.21932,"80140301002","Denver-Aurora-Boulder, CO","12"
"34394",48.90767,"80140302001","Denver-Aurora-Boulder, CO","16"
"34395",39.19057,"80140303001","Denver-Aurora-Boulder, CO","9"
"34396",46.48167,"80140303002","Denver-Aurora-Boulder, CO","15"
"34397",50.47449,"80140304001","Denver-Aurora-Boulder, CO","14"
"34398",49.09466,"80140304002","Denver-Aurora-Boulder, CO","8"
"34399",56.9426,"80140304003","Denver-Aurora-Boulder, CO","7"
"34400",64.06637,"80140305001","Denver-Aurora-Boulder, CO","6"
"34401",,"80140305002","Denver-Aurora-Boulder, CO","9"
"34402",57.65056,"80140305003","Denver-Aurora-Boulder, CO","8"
"34403",54.19331,"80140305004","Denver-Aurora-Boulder, CO","10"
"34404",48.08895,"80140306001","Denver-Aurora-Boulder, CO","10"
"34405",46.35999,"80140306002","Denver-Aurora-Boulder, CO","13"
"34406",41.56428,"80140306003","Denver-Aurora-Boulder, CO","7"
"34407",50.37575,"80140306004","Denver-Aurora-Boulder, CO","11"
"34408",44.64722,"80140307001","Denver-Aurora-Boulder, CO","9"
"34409",47.42707,"80140307002","Denver-Aurora-Boulder, CO","12"
"34410",48.60701,"80140308001","Denver-Aurora-Boulder, CO","12"
"34411",34.56549,"80140308002","Denver-Aurora-Boulder, CO","14"
"34412",49.60215,"80140308003","Denver-Aurora-Boulder, CO","14"
"34413",46.76125,"80140308004","Denver-Aurora-Boulder, CO","12"
"34414",59.13989,"80140309001","Denver-Aurora-Boulder, CO","6"
"34415",54.15587,"80140309002","Denver-Aurora-Boulder, CO","9"
"34416",45.05589,"80140309003","Denver-Aurora-Boulder, CO","15"
"34417",48.5133,"80140309004","Denver-Aurora-Boulder, CO","6"
"34418",,"80140310001","Denver-Aurora-Boulder, CO","7"
"34419",49.14943,"80140310002","Denver-Aurora-Boulder, CO","8"
"34420",60.73859,"80140310003","Denver-Aurora-Boulder, CO","10"
"34421",40.8635,"80140311001","Denver-Aurora-Boulder, CO","15"
"34422",41.87629,"80140311002","Denver-Aurora-Boulder, CO","5"
"34423",39.7728,"80140311003","Denver-Aurora-Boulder, CO","13"
"34424",63.80257,"80140312001","Denver-Aurora-Boulder, CO","11"
"34425",42.78185,"80140312002","Denver-Aurora-Boulder, CO","15"
"34426",44.36417,"80140312003","Denver-Aurora-Boulder, CO","6"
"34427",64.18976,"80140313001","Denver-Aurora-Boulder, CO","7"
"34428",45.44494,"80140313002","Denver-Aurora-Boulder, CO","6"
"34429",62.90656,"80140314001","Denver-Aurora-Boulder, CO","2"
"34430",65.77965,"80140314002","Denver-Aurora-Boulder, CO","8"
"34431",,"80140314003","Denver-Aurora-Boulder, CO","4"
"34432",,"80140314004","Denver-Aurora-Boulder, CO","6"
"34433",,"80149801001","Denver-Aurora-Boulder, CO","1"
"34434",,"80149802001","Denver-Aurora-Boulder, CO","2"
"34435",,"80149803001","Denver-Aurora-Boulder, CO","1"
"34436",,"80150001001",,"12"
"34437",,"80150001002",,"7"
"34438",,"80150001003",,"11"
"34439",,"80150002001",,"7"
"34440",,"80150002002",,"10"
"34441",,"80150002003",,"8"
"34442",,"80150003001",,"2"
"34443",,"80150003002",,"4"
"34444",,"80150003003",,"7"
"34445",,"80150004011",,"10"
"34446",,"80150004012",,"7"
"34447",,"80150004013",,"5"
"34448",,"80150004014",,"7"
"34449",,"80150004021",,"10"
"34450",,"80150004022",,"6"
"34451",,"80179606001",,"7"
"34452",,"80179606002",,"4"
"34453",,"80179606003",,"5"
"34454",51.34949,"80190147001","Denver-Aurora-Boulder, CO","4"
"34455",59.47583,"80190147002","Denver-Aurora-Boulder, CO","4"
"34456",59.71189,"80190147003","Denver-Aurora-Boulder, CO","6"
"34457",44.76706,"80190148001","Denver-Aurora-Boulder, CO","9"
"34458",51.00052,"80190149001","Denver-Aurora-Boulder, CO","5"
"34459",59.62805,"80190149002","Denver-Aurora-Boulder, CO","6"
"34460",,"80219748001",,"3"
"34461",,"80219748002",,"4"
"34462",,"80219749001",,"4"
"34463",,"80219749002",,"6"
"34464",,"80219749003",,"5"
"34465",,"80219749004",,"5"
"34466",,"80239726001",,"4"
"34467",,"80239726002",,"6"
"34468",,"80239727001",,"3"
"34469",,"80239727002",,"5"
"34470",,"80259696001",,"2"
"34471",,"80259696002",,"4"
"34472",,"80259696003",,"2"
"34473",,"80259696004",,"7"
"34474",,"80279701001",,"1"
"34475",,"80279701002",,"7"
"34476",,"80279701003",,"8"
"34477",,"80279701004",,"4"
"34478",,"80299646001",,"4"
"34479",,"80299646002",,"9"
"34480",,"80299646003",,"5"
"34481",,"80299646004",,"4"
"34482",,"80299647001",,"5"
"34483",,"80299647002",,"1"
"34484",,"80299647003",,"6"
"34485",,"80299648001",,"4"
"34486",,"80299648002",,"6"
"34487",,"80299648003",,"5"
"34488",,"80299649001",,"4"
"34489",,"80299649002",,"6"
"34490",,"80299649003",,"10"
"34491",,"80299650001",,"4"
"34492",,"80299650002",,"5"
"34493",,"80299650003",,"8"
"34494",,"80299650004",,"4"
"34495",,"80299651001",,"5"
"34496",,"80299651002",,"10"
"34497",,"80299651003",,"12"
"34498",,"80299652001",,"4"
"34499",,"80299652002",,"2"
"34500",,"80299652003",,"7"
"34501",,"80299652004",,"9"
"34502",49.11248,"80310001021","Denver-Aurora-Boulder, CO","16"
"34503",41.12264,"80310001022","Denver-Aurora-Boulder, CO","15"
"34504",39.50514,"80310001023","Denver-Aurora-Boulder, CO","16"
"34505",43.07299,"80310002011","Denver-Aurora-Boulder, CO","17"
"34506",44.5126,"80310002012","Denver-Aurora-Boulder, CO","16"
"34507",24.44517,"80310002021","Denver-Aurora-Boulder, CO","14"
"34508",40.84788,"80310002022","Denver-Aurora-Boulder, CO","16"
"34509",47.21495,"80310002023","Denver-Aurora-Boulder, CO","13"
"34510",45.6126,"80310002024","Denver-Aurora-Boulder, CO","13"
"34511",43.84312,"80310003011","Denver-Aurora-Boulder, CO","17"
"34512",65.93597,"80310003012","Denver-Aurora-Boulder, CO","16"
"34513",42.63307,"80310003013","Denver-Aurora-Boulder, CO","17"
"34514",43.79251,"80310003014","Denver-Aurora-Boulder, CO","18"
"34515",43.96524,"80310003015","Denver-Aurora-Boulder, CO","13"
"34516",40.70302,"80310003016","Denver-Aurora-Boulder, CO","17"
"34517",43.1552,"80310003021","Denver-Aurora-Boulder, CO","14"
"34518",51.07822,"80310003022","Denver-Aurora-Boulder, CO","14"
"34519",40.11282,"80310003023","Denver-Aurora-Boulder, CO","15"
"34520",47.04993,"80310003024","Denver-Aurora-Boulder, CO","15"
"34521",40.71736,"80310003025","Denver-Aurora-Boulder, CO","17"
"34522",52.39613,"80310003031","Denver-Aurora-Boulder, CO","13"
"34523",45.05498,"80310003032","Denver-Aurora-Boulder, CO","18"
"34524",41.00605,"80310003033","Denver-Aurora-Boulder, CO","18"
"34525",45.24456,"80310003034","Denver-Aurora-Boulder, CO","13"
"34526",50.213,"80310003035","Denver-Aurora-Boulder, CO","15"
"34527",40.20466,"80310003036","Denver-Aurora-Boulder, CO","18"
"34528",45.73691,"80310004011","Denver-Aurora-Boulder, CO","14"
"34529",46.5471,"80310004012","Denver-Aurora-Boulder, CO","14"
"34530",35.03878,"80310004013","Denver-Aurora-Boulder, CO","17"
"34531",38.96237,"80310004014","Denver-Aurora-Boulder, CO","17"
"34532",49.72058,"80310004021","Denver-Aurora-Boulder, CO","17"
"34533",43.12159,"80310004022","Denver-Aurora-Boulder, CO","17"
"34534",37.82037,"80310004023","Denver-Aurora-Boulder, CO","19"
"34535",32.71314,"80310004024","Denver-Aurora-Boulder, CO","19"
"34536",25.8818,"80310004025","Denver-Aurora-Boulder, CO","15"
"34537",38.29862,"80310004026","Denver-Aurora-Boulder, CO","15"
"34538",41.81058,"80310005011","Denver-Aurora-Boulder, CO","15"
"34539",41.80629,"80310005012","Denver-Aurora-Boulder, CO","13"
"34540",47.28674,"80310005021","Denver-Aurora-Boulder, CO","13"
"34541",45.94642,"80310005022","Denver-Aurora-Boulder, CO","16"
"34542",44.7658,"80310005023","Denver-Aurora-Boulder, CO","16"
"34543",18.88324,"80310005024","Denver-Aurora-Boulder, CO","13"
"34544",49.67162,"80310005025","Denver-Aurora-Boulder, CO","14"
"34545",35.94899,"80310006001","Denver-Aurora-Boulder, CO","19"
"34546",37.62234,"80310006002","Denver-Aurora-Boulder, CO","16"
"34547",29.18923,"80310007011","Denver-Aurora-Boulder, CO","15"
"34548",39.11948,"80310007012","Denver-Aurora-Boulder, CO","15"
"34549",34.75113,"80310007013","Denver-Aurora-Boulder, CO","15"
"34550",33.03667,"80310007021","Denver-Aurora-Boulder, CO","18"
"34551",31.44571,"80310007022","Denver-Aurora-Boulder, CO","16"
"34552",25.24277,"80310007023","Denver-Aurora-Boulder, CO","14"
"34553",39.2596,"80310007024","Denver-Aurora-Boulder, CO","13"
"34554",41.79088,"80310007025","Denver-Aurora-Boulder, CO","15"
"34555",21.62822,"80310008001","Denver-Aurora-Boulder, CO","19"
"34556",48.42302,"80310009021","Denver-Aurora-Boulder, CO","14"
"34557",44.75091,"80310009022","Denver-Aurora-Boulder, CO","13"
"34558",39.5808,"80310009023","Denver-Aurora-Boulder, CO","13"
"34559",45.44726,"80310009024","Denver-Aurora-Boulder, CO","17"
"34560",33.56377,"80310009025","Denver-Aurora-Boulder, CO","14"
"34561",42.55526,"80310009031","Denver-Aurora-Boulder, CO","13"
"34562",34.2105,"80310009032","Denver-Aurora-Boulder, CO","16"
"34563",43.82172,"80310009033","Denver-Aurora-Boulder, CO","13"
"34564",39.77327,"80310009034","Denver-Aurora-Boulder, CO","14"
"34565",39.58546,"80310009035","Denver-Aurora-Boulder, CO","15"
"34566",41.06928,"80310009041","Denver-Aurora-Boulder, CO","12"
"34567",29.39401,"80310009042","Denver-Aurora-Boulder, CO","11"
"34568",33.73542,"80310009043","Denver-Aurora-Boulder, CO","13"
"34569",31.47157,"80310009044","Denver-Aurora-Boulder, CO","15"
"34570",38.73439,"80310009051","Denver-Aurora-Boulder, CO","14"
"34571",35.97259,"80310009052","Denver-Aurora-Boulder, CO","12"
"34572",36.37826,"80310009053","Denver-Aurora-Boulder, CO","13"
"34573",40.10249,"80310009054","Denver-Aurora-Boulder, CO","14"
"34574",31.1649,"80310010001","Denver-Aurora-Boulder, CO","15"
"34575",33.79245,"80310010002","Denver-Aurora-Boulder, CO","17"
"34576",35.76004,"80310010003","Denver-Aurora-Boulder, CO","13"
"34577",42.06201,"80310011011","Denver-Aurora-Boulder, CO","19"
"34578",29.69582,"80310011012","Denver-Aurora-Boulder, CO","16"
"34579",39.02391,"80310011013","Denver-Aurora-Boulder, CO","17"
"34580",42.87876,"80310011014","Denver-Aurora-Boulder, CO","16"
"34581",37.71788,"80310011021","Denver-Aurora-Boulder, CO","18"
"34582",46.5037,"80310011022","Denver-Aurora-Boulder, CO","16"
"34583",42.4308,"80310011023","Denver-Aurora-Boulder, CO","19"
"34584",40.43478,"80310013011","Denver-Aurora-Boulder, CO","16"
"34585",50.34487,"80310013012","Denver-Aurora-Boulder, CO","15"
"34586",44.24386,"80310013013","Denver-Aurora-Boulder, CO","14"
"34587",45.93475,"80310013014","Denver-Aurora-Boulder, CO","14"
"34588",28.94075,"80310013015","Denver-Aurora-Boulder, CO","16"
"34589",41.82134,"80310013021","Denver-Aurora-Boulder, CO","16"
"34590",37.8774,"80310013022","Denver-Aurora-Boulder, CO","17"
"34591",40.77804,"80310013023","Denver-Aurora-Boulder, CO","12"
"34592",43.82165,"80310014011","Denver-Aurora-Boulder, CO","14"
"34593",45.52122,"80310014012","Denver-Aurora-Boulder, CO","12"
"34594",37.36755,"80310014013","Denver-Aurora-Boulder, CO","11"
"34595",26.63843,"80310014014","Denver-Aurora-Boulder, CO","11"
"34596",41.11064,"80310014015","Denver-Aurora-Boulder, CO","15"
"34597",33.78844,"80310014021","Denver-Aurora-Boulder, CO","12"
"34598",36.63584,"80310014022","Denver-Aurora-Boulder, CO","10"
"34599",39.66572,"80310014023","Denver-Aurora-Boulder, CO","12"
"34600",25.4411,"80310014024","Denver-Aurora-Boulder, CO","15"
"34601",36.2926,"80310014031","Denver-Aurora-Boulder, CO","17"
"34602",37.57563,"80310014032","Denver-Aurora-Boulder, CO","15"
"34603",28.71098,"80310015001","Denver-Aurora-Boulder, CO","14"
"34604",47.02039,"80310015002","Denver-Aurora-Boulder, CO","15"
"34605",37.42506,"80310015003","Denver-Aurora-Boulder, CO","14"
"34606",39.58638,"80310016001","Denver-Aurora-Boulder, CO","18"
"34607",40.016,"80310016002","Denver-Aurora-Boulder, CO","17"
"34608",42.28768,"80310016003","Denver-Aurora-Boulder, CO","17"
"34609",47.23587,"80310017011","Denver-Aurora-Boulder, CO","18"
"34610",41.78254,"80310017012","Denver-Aurora-Boulder, CO","18"
"34611",42.5953,"80310017013","Denver-Aurora-Boulder, CO","18"
"34612",25.02182,"80310017014","Denver-Aurora-Boulder, CO","19"
"34613",38.12468,"80310017015","Denver-Aurora-Boulder, CO","19"
"34614",35.9756,"80310017021","Denver-Aurora-Boulder, CO","19"
"34615",36.01547,"80310017022","Denver-Aurora-Boulder, CO","18"
"34616",34.53503,"80310018001","Denver-Aurora-Boulder, CO","15"
"34617",37.94846,"80310018002","Denver-Aurora-Boulder, CO","13"
"34618",21.70819,"80310019011","Denver-Aurora-Boulder, CO","14"
"34619",30.29301,"80310019012","Denver-Aurora-Boulder, CO","15"
"34620",49.80619,"80310019021","Denver-Aurora-Boulder, CO","18"
"34621",41.40726,"80310020001","Denver-Aurora-Boulder, CO","20"
"34622",37.8165,"80310021001","Denver-Aurora-Boulder, CO","18"
"34623",35.69379,"80310021002","Denver-Aurora-Boulder, CO","18"
"34624",33.99332,"80310021003","Denver-Aurora-Boulder, CO","15"
"34625",32.02149,"80310021004","Denver-Aurora-Boulder, CO","16"
"34626",38.15836,"80310021005","Denver-Aurora-Boulder, CO","16"
"34627",39.22888,"80310023001","Denver-Aurora-Boulder, CO","16"
"34628",52.29984,"80310023002","Denver-Aurora-Boulder, CO","14"
"34629",40.14765,"80310023003","Denver-Aurora-Boulder, CO","14"
"34630",37.11653,"80310024021","Denver-Aurora-Boulder, CO","13"
"34631",37.94161,"80310024022","Denver-Aurora-Boulder, CO","18"
"34632",31.64765,"80310024031","Denver-Aurora-Boulder, CO","16"
"34633",29.26038,"80310024032","Denver-Aurora-Boulder, CO","17"
"34634",31.18253,"80310024033","Denver-Aurora-Boulder, CO","16"
"34635",30.56305,"80310026011","Denver-Aurora-Boulder, CO","16"
"34636",29.6048,"80310026012","Denver-Aurora-Boulder, CO","18"
"34637",37.49686,"80310026021","Denver-Aurora-Boulder, CO","17"
"34638",27.0091,"80310027011","Denver-Aurora-Boulder, CO","16"
"34639",32.02134,"80310027012","Denver-Aurora-Boulder, CO","18"
"34640",23.0243,"80310027013","Denver-Aurora-Boulder, CO","15"
"34641",23.42145,"80310027014","Denver-Aurora-Boulder, CO","14"
"34642",34.06898,"80310027021","Denver-Aurora-Boulder, CO","14"
"34643",34.24012,"80310027022","Denver-Aurora-Boulder, CO","16"
"34644",31.80892,"80310027023","Denver-Aurora-Boulder, CO","16"
"34645",40.43288,"80310027024","Denver-Aurora-Boulder, CO","16"
"34646",31.90252,"80310027025","Denver-Aurora-Boulder, CO","14"
"34647",32.06453,"80310027031","Denver-Aurora-Boulder, CO","16"
"34648",34.59139,"80310027032","Denver-Aurora-Boulder, CO","14"
"34649",26.42364,"80310027033","Denver-Aurora-Boulder, CO","13"
"34650",33.4799,"80310027034","Denver-Aurora-Boulder, CO","14"
"34651",35.02105,"80310028011","Denver-Aurora-Boulder, CO","16"
"34652",42.72888,"80310028012","Denver-Aurora-Boulder, CO","17"
"34653",31.35705,"80310028013","Denver-Aurora-Boulder, CO","15"
"34654",35.00374,"80310028021","Denver-Aurora-Boulder, CO","18"
"34655",35.28539,"80310028022","Denver-Aurora-Boulder, CO","16"
"34656",35.6002,"80310028023","Denver-Aurora-Boulder, CO","18"
